bare_form,accented_form,suffix,translations,is_incomparable,usage,nom_m,nom_m_tags,nom_f,nom_f_tags,nom_n,nom_n_tags,nom_pl,nom_pl_tags,gen_m,gen_m_tags,gen_f,gen_f_tags,gen_n,gen_n_tags,gen_pl,gen_pl_tags,dat_m,dat_m_tags,dat_f,dat_f_tags,dat_n,dat_n_tags,dat_pl,dat_pl_tags,acc_m,acc_m_tags,acc_f,acc_f_tags,acc_n,acc_n_tags,acc_pl,acc_pl_tags,inst_m,inst_m_tags,inst_f,inst_f_tags,inst_n,inst_n_tags,inst_pl,inst_pl_tags,prep_m,prep_m_tags,prep_f,prep_f_tags,prep_n,prep_n_tags,prep_pl,prep_pl_tags,short_m,short_m_tags,short_f,short_f_tags,short_n,short_n_tags,short_pl,short_pl_tags,comparative,comparative_tags,superlative,superlative_tags,irreg_decl,accent_chg,multi_vars
больной,больно'й,ной,sick; bad; painful; weak,False,"Can also mean a patient, or a sick person.",больно'й,,больна'я,,больно'е,,больны'е,,больно'го,,больно'й,,больно'го,,больны'х,,больно'му,,больно'й,,больно'му,,больны'м,,больно'й/больно'го,"#__m, ",больну'ю,,больно'е,,больны'е/больны'х,"#__m, ",больны'м,,больно'й/больно'ю,"#__m, ",больны'м,,больны'ми,,больно'м,,больно'й,,больно'м,,больны'х,,бо'лен,"#ia_, irreg_decl:0, accent_chg:0",больна',,больно',,больны',,больне'е,,са'мый больно'й,"#ia_, irreg_decl:0, accent_chg:0","short_m:0,superlative:0","short_m:0,superlative:0","acc_m,acc_pl,inst_f"
больший,бо'льший,ший,"greater, larger, bigger, more, most",False,,бо'льший,,бо'льшая,,бо'льшее,,бо'льшие,,бо'льшего,,бо'льшей,,бо'льшего,,бо'льших,,бо'льшему,,бо'льшей,,бо'льшему,,бо'льшим,,бо'льший/бо'льшего,"#__m, ",бо'льшую,,бо'льшее,,бо'льшие/бо'льших,"#__m, ",бо'льшим,,бо'льшей/(бо'льшею),"#__m, ",бо'льшим,,бо'льшими,,бо'льшем,,бо'льшей,,бо'льшем,,бо'льших,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
большой,большо'й,шой,"big, large, great, important, grown-up",False,,большо'й,,больша'я,,большо'е,,больши'е,,большо'го,,большо'й,,большо'го,,больши'х,,большо'му,,большо'й,,большо'му,,больши'м,,большо'й/большо'го,"#__m, ",большу'ю,,большо'е,,больши'е/больши'х,"#__m, ",больши'м,,большо'й/большо'ю,"#__m, ",больши'м,,больши'ми,,большо'м,,большо'й,,большо'м,,больши'х,,вели'к,"#ia_, irreg_decl:0, accent_chg:0",велика',"#i__, irreg_decl:0",велико',"#i__, irreg_decl:0",велики',"#i__, irreg_decl:0",бо'льше/бо'льший,"#iam, irreg_decl:0:1, accent_chg:0:1",наибо'льший,"#ia_, irreg_decl:0, accent_chg:0","short_m:0,short_f:0,short_n:0,short_pl:0,comparative:0:1,superlative:0","short_m:0,comparative:0:1,superlative:0","acc_m,acc_pl,inst_f,comparative"
будний,бу'дний,ний,everyday; workday,False,,бу'дний,,бу'дняя,,бу'днее,,бу'дние,,бу'днего,,бу'дней,,бу'днего,,бу'дних,,бу'днему,,бу'дней,,бу'днему,,бу'дним,,бу'дний/бу'днего,"#__m, ",бу'днюю,,бу'днее,,бу'дние/бу'дних,"#__m, ",бу'дним,,бу'дней/бу'днею,"#__m, ",бу'дним,,бу'дними,,бу'днем,,бу'дней,,бу'днем,,бу'дних,,бу'ден,"#i__, irreg_decl:0",бу'дня,,бу'дне,,бу'дни,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
будущий,бу'дущий,щий,"future, to be, to come, next",False,,бу'дущий,,бу'дущая,,бу'дущее,,бу'дущие,,бу'дущего,,бу'дущей,,бу'дущего,,бу'дущих,,бу'дущему,,бу'дущей,,бу'дущему,,бу'дущим,,бу'дущего/бу'дущий,"#__m, ",бу'дущую,,бу'дущее,,бу'дущих/бу'дущие,"#__m, ",бу'дущим,,бу'дущей/бу'дущею,"#__m, ",бу'дущим,,бу'дущими,,бу'дущем,,бу'дущей,,бу'дущем,,бу'дущих,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
быстрый,бы'стрый,рый,"fast, quick, rapid, prompt",False,,бы'стрый,,бы'страя,,бы'строе,,бы'стрые,,бы'строго,,бы'строй,,бы'строго,,бы'стрых,,бы'строму,,бы'строй,,бы'строму,,бы'стрым,,бы'стрый/бы'строго,"#__m, ",бы'струю,,бы'строе,,бы'стрые/бы'стрых,"#__m, ",бы'стрым,,бы'строй/(бы'строю),"#__m, ",бы'стрым,,бы'стрыми,,бы'стром,,бы'строй,,бы'стром,,бы'стрых,,бы'стр,,быстра',"#_a_, accent_chg:0",бы'стро,,бы'стры/быстры',"#_am, accent_chg:1",быстре'е/побыстре'е,"#_am, accent_chg:1",быстре'йший,,,"short_f:0,short_pl:1,comparative:1","acc_m,acc_pl,inst_f,short_pl,comparative"
важный,ва'жный,ный,"important, significant, grand, pompous",False,,ва'жный,,ва'жная,,ва'жное,,ва'жные,,ва'жного,,ва'жной,,ва'жного,,ва'жных,,ва'жному,,ва'жной,,ва'жному,,ва'жным,,ва'жный/ва'жного,"#__m, ",ва'жную,,ва'жное,,ва'жные/ва'жных,"#__m, ",ва'жным,,ва'жной/(ва'жною),"#__m, ",ва'жным,,ва'жными,,ва'жном,,ва'жной,,ва'жном,,ва'жных,,ва'жен,"#i__, irreg_decl:0",важна',"#_a_, accent_chg:0",ва'жно,,ва'жны/важны',"#_am, accent_chg:1",важне'е,,важне'йший,,short_m:0,"short_f:0,short_pl:1","acc_m,acc_pl,inst_f,short_pl"
ванный,ва'нный,ный,"(relational) bath, bathroom...",False,,ва'нный,,ва'нная,,ва'нное,,ва'нные,,ва'нного,,ва'нной,,ва'нного,,ва'нных,,ва'нному,,ва'нной,,ва'нному,,ва'нным,,ва'нный/ва'нного,"#__m, ",ва'нную,,ва'нное,,ва'нные/ва'нных,"#__m, ",ва'нным,,ва'нной/ва'нною,"#__m, ",ва'нным,,ва'нными,,ва'нном,,ва'нной,,ва'нном,,ва'нных,,ва'нен,"#i__, irreg_decl:0",ва'нна,,ва'нно,,ва'нны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
вводный,вво'дный,ный,introductory,,,вво'дный,,вво'дная,,вво'дное,,вво'дные,,вво'дного,,вво'дной,,вво'дного,,вво'дных,,вво'дному,,вво'дной,,вво'дному,,вво'дным,,вво'дный/вво'дного,"#__m, ",вво'дную,,вво'дное,,вво'дные/вво'дных,"#__m, ",вво'дным,,вво'дной/вво'дною,"#__m, ",вво'дным,,вво'дными,,вво'дном,,вво'дной,,вво'дном,,вво'дных,,вво'ден,"#i__, irreg_decl:0",вво'дна,,вво'дно,,вво'дны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
великий,вели'кий,кий,great; outstanding in significance or merit,False,,вели'кий,,вели'кая,,вели'кое,,вели'кие,,вели'кого,,вели'кой,,вели'кого,,вели'ких,,вели'кому,,вели'кой,,вели'кому,,вели'ким,,вели'кий/вели'кого,"#__m, ",вели'кую,,вели'кое,,вели'кие/вели'ких,"#__m, ",вели'ким,,вели'кой/(вели'кою),"#__m, ",вели'ким,,вели'кими,,вели'ком,,вели'кой,,вели'ком,,вели'ких,,вели'к,,велика',"#_a_, accent_chg:0",велико',"#_a_, accent_chg:0",велики',"#_a_, accent_chg:0",бо'льше/бо'лее,"#iam, irreg_decl:0:1, accent_chg:0:1",велича'йший,,comparative:0:1,"short_f:0,short_n:0,short_pl:0,comparative:0:1","acc_m,acc_pl,inst_f,comparative"
весенний,весе'нний,ний,spring,False,,весе'нний,,весе'нняя,,весе'ннее,,весе'нние,,весе'ннего,,весе'нней,,весе'ннего,,весе'нних,,весе'ннему,,весе'нней,,весе'ннему,,весе'нним,,весе'нний/весе'ннего,"#__m, ",весе'ннюю,,весе'ннее,,весе'нние/весе'нних,"#__m, ",весе'нним,,весе'нней/(весе'ннею),"#__m, ",весе'нним,,весе'нними,,весе'ннем,,весе'нней,,весе'ннем,,весе'нних,,,,весе'ння,,весе'нне,,весе'нни,,,,,,,,"acc_m,acc_pl,inst_f"
веский,ве'ский,кий,"reasonable, valid, weighty, strong, persuasive",False,,ве'ский,,ве'ская,,ве'ское,,ве'ские,,ве'ского,,ве'ской,,ве'ского,,ве'ских,,ве'скому,,ве'ской,,ве'скому,,ве'ским,,ве'ский/ве'ского,"#__m, ",ве'скую,,ве'ское,,ве'ские/ве'ских,"#__m, ",ве'ским,,ве'ской/ве'скою,"#__m, ",ве'ским,,ве'скими,,ве'ском,,ве'ской,,ве'ском,,ве'ских,,ве'сок,"#i__, irreg_decl:0",ве'ска,,ве'ско,,ве'ски,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
весомый,весо'мый,мый,weighty,False,,весо'мый,,весо'мая,,весо'мое,,весо'мые,,весо'мого,,весо'мой,,весо'мого,,весо'мых,,весо'мому,,весо'мой,,весо'мому,,весо'мым,,весо'мый/весо'мого,"#__m, ",весо'мую,,весо'мое,,весо'мые/весо'мых,"#__m, ",весо'мым,,весо'мой/весо'мою,"#__m, ",весо'мым,,весо'мыми,,весо'мом,,весо'мой,,весо'мом,,весо'мых,,весо'м,,весо'ма,,весо'мо,,весо'мы,,,,,,,,"acc_m,acc_pl,inst_f"
весь,ве'сь,есь,"all; all gone (no more left); whole, entire",False,весь стол - the entire table\nвся Москва́ - all of Moscow\nКо всему́: towards everything/anything,ве'сь,"#i__, irreg_decl:0",вся',"#ia_, irreg_decl:0, accent_chg:0",всё',"#ia_, irreg_decl:0, accent_chg:0",все',"#ia_, irreg_decl:0, accent_chg:0",всего',"#ia_, irreg_decl:0, accent_chg:0",все'й,"#ia_, irreg_decl:0, accent_chg:0",всего',"#ia_, irreg_decl:0, accent_chg:0",все'х,"#ia_, irreg_decl:0, accent_chg:0",всему',"#ia_, irreg_decl:0, accent_chg:0",все'й,"#ia_, irreg_decl:0, accent_chg:0",всему',"#ia_, irreg_decl:0, accent_chg:0",все'м,"#ia_, irreg_decl:0, accent_chg:0",ве'сь/всего',"#iam, irreg_decl:0:1, accent_chg:1",всю',"#ia_, irreg_decl:0, accent_chg:0",всё',"#ia_, irreg_decl:0, accent_chg:0",все'/все'х,"#iam, irreg_decl:0:1, accent_chg:0:1",все'м,"#ia_, irreg_decl:0, accent_chg:0",все'й/все'ю,"#iam, irreg_decl:0:1, accent_chg:0:1",все'м,"#ia_, irreg_decl:0, accent_chg:0",все'ми,"#ia_, irreg_decl:0, accent_chg:0",всё'м,"#ia_, irreg_decl:0, accent_chg:0",все'й,"#ia_, irreg_decl:0, accent_chg:0",всё'м,"#ia_, irreg_decl:0, accent_chg:0",все'х,"#ia_, irreg_decl:0, accent_chg:0",,,,,,,,,,,,,"nom_m:0,nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:0:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_f:0:1,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0","nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_f:0:1,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0","acc_m,acc_pl,inst_f"
весёлый,весё'лый,лый,"merry, cheerful, happy; fun",False,,весё'лый,,весё'лая,,весё'лое,,весё'лые,,весё'лого,,весё'лой,,весё'лого,,весё'лых,,весё'лому,,весё'лой,,весё'лому,,весё'лым,,весё'лый/весё'лого,"#__m, ",весё'лую,,весё'лое,,весё'лые/весё'лых,"#__m, ",весё'лым,,весё'лой/(весё'лою),"#__m, ",весё'лым,,весё'лыми,,весё'лом,,весё'лой,,весё'лом,,весё'лых,,ве'сел,"#ia_, irreg_decl:0, accent_chg:0",весела',"#ia_, irreg_decl:0, accent_chg:0",ве'село,"#ia_, irreg_decl:0, accent_chg:0",ве'селы/веселы',"#iam, irreg_decl:0:1, accent_chg:0:1",веселе'е/веселе'й,"#iam, irreg_decl:0, accent_chg:0:1",веселе'йший,"#ia_, irreg_decl:0, accent_chg:0","short_m:0,short_f:0,short_n:0,short_pl:0:1,comparative:0,superlative:0","short_m:0,short_f:0,short_n:0,short_pl:0:1,comparative:0:1,superlative:0","acc_m,acc_pl,inst_f,short_pl,comparative"
вещий,ве'щий,щий,prophetic,False,,ве'щий,,ве'щая,,ве'щее,,ве'щие,,ве'щего,,ве'щей,,ве'щего,,ве'щих,,ве'щему,,ве'щей,,ве'щему,,ве'щим,,ве'щий/ве'щего,"#__m, ",ве'щую,,ве'щее,,ве'щие/ве'щих,"#__m, ",ве'щим,,ве'щей/(ве'щею),"#__m, ",ве'щим,,ве'щими,,ве'щем,,ве'щей,,ве'щем,,ве'щих,,ве'щ,,ве'ща,,ве'ще,,ве'щи,,,,,,,,"acc_m,acc_pl,inst_f"
взрослый,взро'слый,лый,"adult, grown-up; mature",False,,взро'слый,,взро'слая,,взро'слое,,взро'слые,,взро'слого,,взро'слой,,взро'слого,,взро'слых,,взро'слому,,взро'слой,,взро'слому,,взро'слым,,взро'слый/взро'слого,"#__m, ",взро'слую,,взро'слое,,взро'слых,,взро'слым,,взро'слой/взро'слою,"#__m, ",взро'слым,,взро'слыми,,взро'слом,,взро'слой,,взро'слом,,взро'слых,,взро'сел/взро'сл,"#i_m, irreg_decl:0",взро'сла,,взро'сло,,взро'слы,,,,,,short_m:0,,"acc_m,inst_f,short_m"
видимый,ви'димый,мый,apparent,False,,ви'димый,,ви'димая,,ви'димое,,ви'димые,,ви'димого,,ви'димой,,ви'димого,,ви'димых,,ви'димому,,ви'димой,,ви'димому,,ви'димым,,ви'димый/ви'димого,"#__m, ",ви'димую,,ви'димое,,ви'димые/ви'димых,"#__m, ",ви'димым,,ви'димой/(ви'димою),"#__m, ",ви'димым,,ви'димыми,,ви'димом,,ви'димой,,ви'димом,,ви'димых,,ви'дим,,ви'дима,,ви'димо,,ви'димы,,,,,,,,"acc_m,acc_pl,inst_f"
виновный,вино'вный,ный,guilty,False,,вино'вный,,вино'вная,,вино'вное,,вино'вные,,вино'вного,,вино'вной,,вино'вного,,вино'вных,,вино'вному,,вино'вной,,вино'вному,,вино'вным,,вино'вный/вино'вного,"#__m, ",вино'вную,,вино'вное,,вино'вные/вино'вных,"#__m, ",вино'вным,,вино'вной/(вино'вною),"#__m, ",вино'вным,,вино'вными,,вино'вном,,вино'вной,,вино'вном,,вино'вных,,вино'вен,"#i__, irreg_decl:0",вино'вна,,вино'вно,,вино'вны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
виртуальный,виртуа'льный,ный,virtual,False,,виртуа'льный,,виртуа'льная,,виртуа'льное,,виртуа'льные,,виртуа'льного,,виртуа'льной,,виртуа'льного,,виртуа'льных,,виртуа'льному,,виртуа'льной,,виртуа'льному,,виртуа'льным,,виртуа'льный/виртуа'льного,"#__m, ",виртуа'льную,,виртуа'льное,,виртуа'льные/виртуа'льных,"#__m, ",виртуа'льным,,виртуа'льной/виртуа'льною,"#__m, ",виртуа'льным,,виртуа'льными,,виртуа'льном,,виртуа'льной,,виртуа'льном,,виртуа'льных,,виртуа'лен,"#i__, irreg_decl:0",виртуа'льна,,виртуа'льно,,виртуа'льны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
вкусный,вку'сный,ный,"tasty, delicious, palatable, savoury",False,,вку'сный,,вку'сная,,вку'сное,,вку'сные,,вку'сного,,вку'сной,,вку'сного,,вку'сных,,вку'сному,,вку'сной,,вку'сному,,вку'сным,,вку'сный/вку'сного,"#__m, ",вку'сную,,вку'сное,,вку'сные/вку'сных,"#__m, ",вку'сным,,вку'сной/(вку'сною),"#__m, ",вку'сным,,вку'сными,,вку'сном,,вку'сной,,вку'сном,,вку'сных,,вку'сен,"#i__, irreg_decl:0",вкусна',"#_a_, accent_chg:0",вку'сно,,вкусны'/вку'сны,"#_am, accent_chg:0",вкусне'е,,вкусне'йший,,short_m:0,"short_f:0,short_pl:0","acc_m,acc_pl,inst_f,short_pl"
внимательный,внима'тельный,ный,attentive,False,,внима'тельный,,внима'тельная,,внима'тельное,,внима'тельные,,внима'тельного,,внима'тельной,,внима'тельного,,внима'тельных,,внима'тельному,,внима'тельной,,внима'тельному,,внима'тельным,,внима'тельный/внима'тельного,"#__m, ",внима'тельную,,внима'тельное,,внима'тельные/внима'тельных,"#__m, ",внима'тельным,,внима'тельной/(внима'тельною),"#__m, ",внима'тельным,,внима'тельными,,внима'тельном,,внима'тельной,,внима'тельном,,внима'тельных,,внима'телен,"#i__, irreg_decl:0",внима'тельна,,внима'тельно,,внима'тельны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
возможный,возмо'жный,ный,"possible, feasible",False,,возмо'жный,,возмо'жная,,возмо'жное,,возмо'жные,,возмо'жного,,возмо'жной,,возмо'жного,,возмо'жных,,возмо'жному,,возмо'жной,,возмо'жному,,возмо'жным,,возмо'жный/возмо'жного,"#__m, ",возмо'жную,,возмо'жное,,возмо'жные/возмо'жных,"#__m, ",возмо'жным,,возмо'жной/(возмо'жною),"#__m, ",возмо'жным,,возмо'жными,,возмо'жном,,возмо'жной,,возмо'жном,,возмо'жных,,возмо'жен,"#i__, irreg_decl:0",возмо'жна,,возмо'жно,,возмо'жны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
восточный,восто'чный,ный,east; eastern,False,,восто'чный,,восто'чная,,восто'чное,,восто'чные,,восто'чного,,восто'чной,,восто'чного,,восто'чных,,восто'чному,,восто'чной,,восто'чному,,восто'чным,,восто'чный/восто'чного,"#__m, ",восто'чную,,восто'чное,,восто'чные/восто'чных,"#__m, ",восто'чным,,восто'чной/(восто'чною),"#__m, ",восто'чным,,восто'чными,,восто'чном,,восто'чной,,восто'чном,,восто'чных,,восто'чен,"#i__, irreg_decl:0",восто'чна,,восто'чно,,восто'чны,,восто'чнее,,восто'чнейший,,short_m:0,,"acc_m,acc_pl,inst_f"
